"","AT5G61380","AT1G01060"
"GSM297391.CEL",8.56590658844186,7.02125187349975
"GSM297392.CEL",5.95130462198227,12.0511440900085
"GSM297393.CEL",6.32342663219309,8.20782449439939
"GSM297394.CEL",9.89870142698492,6.05520928628868
"GSM297395.CEL",8.85902352364684,6.26547442246367
"GSM297396.CEL",8.7090231675197,7.18301964428076
"GSM297397.CEL",5.98549275333263,11.7176502631708
"GSM297398.CEL",6.32264956969054,8.07860048994129
"GSM297822.CEL",7.29645810896102,9.99213031961167
"GSM297823.CEL",7.36311937788941,8.71542926858575
"GSM297824.CEL",8.36879203302058,7.97420928512305
"GSM297825.CEL",8.68819502676721,8.40355569489299
"GSM297826.CEL",7.67293915122032,7.23837686717775
"GSM297827.CEL",8.00037569805608,7.45337018748051
"GSM297828.CEL",6.51402395891317,10.9420635537859
"GSM297829.CEL",7.16301342657385,9.46190036541531
"GSM297830.CEL",7.39180274124549,9.1933807609933
"GSM297831.CEL",8.37137100656754,9.37719956897637
"GSM297832.CEL",7.49083871499056,9.22943582270122
"GSM297833.CEL",7.06891995362456,9.35919775980969
"GSM297834.CEL",7.30014436756725,9.55354198585488
"GSM297835.CEL",6.80833870082368,8.46630262991172
"GSM297836.CEL",8.12865977320457,7.42908525847829
"GSM297837.CEL",8.29068320921286,7.5983204204797
"GSM297838.CEL",8.18334492336257,7.35139747913417
"GSM297839.CEL",8.05693726070963,7.06064757482898
"GSM297840.CEL",7.79178151777592,7.46251887078947
"GSM297841.CEL",8.08531207690064,7.81928739898466
"GSM297842.CEL",7.94913316780953,7.71739422368124
"GSM297843.CEL",7.91899235405645,7.70965251786004
"GSM297894.CEL",7.10688265280041,7.91567611232423
"GSM297895.CEL",9.56182019299546,6.24260639521923
"GSM297896.CEL",7.02674568356054,8.17940567614544
"GSM297897.CEL",9.54776956798998,6.54910610479401
"GSM298415.CEL",8.99635494622249,8.36655480987373
"GSM298418.CEL",8.62910912350834,8.61427851825159
"GSM298420.CEL",7.80224416418515,6.69671613624988
"GSM298424.CEL",8.55449612059387,8.25324227520751
"GSM298425.CEL",8.95700887838347,8.06539367347015
"GSM298427.CEL",8.61491522002748,6.2926837598416
"GSM298428.CEL",8.28595469450148,7.0404310430109
"GSM298429.CEL",6.44971110534858,5.2289825262736
"GSM298470.CEL",8.84367186842744,6.41890015427499
"GSM298471.CEL",8.54072939767324,7.41091821933909
"GSM298472.CEL",7.92600605324959,6.70842264596553
"GSM298473.CEL",8.64681701222502,6.53862412568361
"GSM298474.CEL",8.3880411038523,6.3059576020847
"GSM298475.CEL",8.26004443010996,6.06385018555504
"GSM298476.CEL",8.916292890326,5.76091219252461
"GSM298479.CEL",8.74200010889162,6.61154518370035
"GSM298481.CEL",8.66377191663977,6.22168732370184
"GSM298482.CEL",8.98416479494233,6.07123365370569
"GSM298486.CEL",8.59535301743653,8.62599121328565
"GSM298488.CEL",8.00104147420621,8.91287222292722
"GSM298490.CEL",8.04951092389162,6.73607636617694
"GSM298493.CEL",8.75001789985516,8.48018222433526
"GSM298495.CEL",7.86438479111576,9.18967331580765
"GSM298498.CEL",7.93552094449574,7.07301388630629
"GSM299321.CEL",7.98782784301974,8.87683836704963
"GSM299322.CEL",8.06395661238536,8.99081053771337
"GSM299323.CEL",7.74143029147127,8.79671421284104
"GSM299324.CEL",7.70114442787884,8.87070661674979
"GSM299325.CEL",7.56747733519747,8.46707847742532
"GSM299326.CEL",7.55618714811166,8.64389392842931
"GSM299327.CEL",7.6958293048639,9.255773868533
"GSM299328.CEL",7.84462104157961,9.21951281272035
"GSM299329.CEL",7.65287784266767,9.23623879244116
"GSM299330.CEL",7.51019384139718,9.11288764807856
"GSM299331.CEL",7.4116057880952,8.89159243083116
"GSM299332.CEL",7.36172857216824,8.73718156751228
"GSM299333.CEL",8.32619038265769,8.62959448212389
"GSM299334.CEL",8.38874075092902,8.53100518140064
"GSM299335.CEL",8.13837709733565,8.61289355541927
"GSM299336.CEL",8.2588673771927,8.49520674718324
"GSM299337.CEL",8.19320075410412,8.78626957140316
"GSM299338.CEL",8.29881405166753,8.65098333565141
"GSM299339.CEL",8.21759814713215,8.50841027236872
"GSM299340.CEL",8.14725435401844,8.302184438841
"GSM299341.CEL",8.29461807111313,8.65457373717441
"GSM299408.CEL",8.11623505408251,8.3944094318084
"GSM299409.CEL",8.10922973333991,8.46199517357839
"GSM299410.CEL",8.08505679889466,8.63013646159296
"GSM304028.CEL",9.30004736450254,5.37969132257878
"GSM304029.CEL",9.3169943355366,5.43274480177812
"GSM304031.CEL",9.20042747521799,5.51789539614755
"GSM304032.CEL",9.1899506104698,5.39848969881668
"GSM305281.CEL",7.91156134497945,8.15956003630453
"GSM305282.CEL",8.65391587868585,7.72075869208509
"GSM305283.CEL",8.4803846513841,8.85595938929099
"GSM305284.CEL",8.27394127296293,8.91861830154385
"GSM311266.CEL",7.31427315256467,10.9018434449007
"GSM311267.CEL",7.51960782539764,10.7514542301974
"GSM311268.CEL",7.26437587434604,10.5985675850182
"GSM311269.CEL",6.81804564739621,11.4504232888545
"GSM311270.CEL",6.80543907648401,11.4286628153876
"GSM311271.CEL",7.26519176076864,11.2230458953463
"GSM311287.CEL",8.86185443191793,5.85080336290275
"GSM311288.CEL",8.57700014797104,7.2993729118554
"GSM311289.CEL",8.5944383499726,7.26617284428108
"GSM311290.CEL",8.50717923890116,6.89204919340255
"GSM311291.CEL",8.9368025248809,9.37720373908975
"GSM311292.CEL",8.54934535860687,9.12699296744499
"GSM311293.CEL",10.0590942512621,9.1217216312914
"GSM311294.CEL",10.3540051612154,9.23714112879152
"GSM311295.CEL",9.37730203275805,7.02360507823361
"GSM311296.CEL",9.53394490147998,6.89450722462354
"GSM499418.CEL",9.02681086436857,5.95550997343119
"GSM499419.CEL",8.36690104078142,5.97935191554532
"GSM499420.CEL",9.53202603414633,8.77109470573411
"GSM499421.CEL",9.02216994427624,8.72546237267694
"GSM311273.CEL",8.10761508167313,7.3817308384101
"GSM311274.CEL",8.90214043470922,7.19054940232421
"GSM311275.CEL",6.94854712862869,7.87819398953523
"GSM311276.CEL",7.44012506051761,8.19261876728626
"GSM311277.CEL",7.59557499072873,8.86644498318783
"GSM311278.CEL",7.18343611015812,8.2673677239772
"GSM311279.CEL",7.53104667244193,8.97353946853801
"GSM311280.CEL",5.6635595592094,8.87368137405102
"GSM311281.CEL",8.42278654008012,7.73774989689006
"GSM311282.CEL",8.85448285552272,8.32521905482523
"GSM311283.CEL",8.44947944911302,5.49893330564134
"GSM311284.CEL",8.5501465842096,7.38565685331024
"GSM311285.CEL",8.28372397068343,6.37557144029395
"GSM311286.CEL",9.58485643989444,6.95398174651385
"GSM378645.CEL",8.15560268767994,7.19716095930664
"GSM378646.CEL",9.2283601568144,7.42162213350625
"GSM378647.CEL",7.52028480731791,6.45911435590693
"GSM378648.CEL",8.22740217057227,8.11931475704648
"GSM378649.CEL",7.44488503561164,7.40322327931293
"GSM378650.CEL",8.21156289412084,8.08927374072757
"GSM378651.CEL",7.21872970931771,9.31464773373629
"GSM378652.CEL",6.19142366817488,8.50381846524358
"GSM378653.CEL",7.27001933861728,9.78961189795946
"GSM378654.CEL",9.44620363226656,8.11616337901362
"GSM378655.CEL",9.35660110856098,8.28205704769899
"GSM378656.CEL",9.50254243057607,9.3327337629874
"GSM378657.CEL",8.16664489972741,5.41169621464431
"GSM378658.CEL",8.21412029705177,5.57228779622396
"GSM378659.CEL",8.01804808357237,6.64250205312949
"GSM378660.CEL",8.87362701434949,7.30032298445912
"GSM378733.CEL",8.84575951394731,7.91031413386786
"GSM378734.CEL",8.20742697145424,8.31152116388994
"GSM378735.CEL",8.65859971122911,7.82085353697883
"GSM378736.CEL",9.20995892693088,7.99326473623413
"GSM378737.CEL",8.58056342441709,7.644952682641
"GSM378738.CEL",8.54226335406586,8.12164280259439
"GSM378739.CEL",8.79790755208934,7.59229717932929
